کد نماد	گروه	گروه های صنعت	تابلو	نماد	نام لاتین	نماد	نام
IRO1MDKO0001	N2	فلزات اساسي	فهرست اوليه	MDKO1	Khavarmianeh Ins.	ميدكو	توسعه معادن وص.معدني خاورميانه
IRR1MDKO0101	N2	فلزات اساسي	فهرست اوليه	MDKX1	Khavarmianeh Ins-R	ميدكوح	ح.توسعه م وص.معدني خاورميانه
IRO1BROJ0001	N2	منسوجات	فهرست اوليه	BROJ1	Boroujerd T.	نبروج	نساجي‌ بروجرد
IRR1BROJ0101	N2	منسوجات	فهرست اوليه	BROX1	Boroujerd T.-R	نبروجح	ح . نساجي‌ بروجرد
IRO1NBRS0001	N1	فعاليتهاي كمكي به نهادهاي مالي واسط	تابلو اصلي	NBRS1	TSE financial	نبورس	نهادهاي مالي بورس اوراق بهادار
IRO1PTOS0001	N2	منسوجات	فهرست اوليه	PTOS1	Tous Woolen	نتوس	پشم‌ بافي‌ توس‌
IRR1PTOS0101	N2	منسوجات	فهرست اوليه	PTOX1	Tous Woolen-R	نتوسح	ح . پشم‌ بافي‌ توس‌
IRO1NKLA0001	N1	فعاليتهاي كمكي به نهادهاي مالي واسط	تابلو اصلي	NKLA1	Good Exch.Ins.	نكالا	نهادهاي مالي بورس كالاي ايران
IRO1MRIN0001	N2	منسوجات	فهرست اوليه	MRIN1	Iranmerinos	نمرينو	ايران‌ مرينوس‌
IRR1MRIN0101	N2	منسوجات	فهرست اوليه	MRIX1	Iranmerinos-R	نمرينوح	ح . ايران‌ مرينوس‌
IRO1NORI0001	N2	محصولات شيميايي	فهرست اوليه	NORI1	NORI Petrochemical	نوري	پتروشيمي نوري
IRO1HWEB0001	N1	اطلاعات و ارتباطات	تابلو فرعي	HWEB1	S*HiWeb	هاي وب	داده گسترعصرنوين-هاي وب
IRO1HMRZ0001	N2	مخابرات	فهرست اوليه	HMRZ1	Iran Mobil Tele	همراه	شركت ارتباطات سيار ايران
IRR1HMRZ0101	N2	مخابرات	فهرست اوليه	HMRX1	Iran Mobil Tele-R	همراهح	ح . شركت ارتباطات سيار ايران
IRO1TAZB0001	N2	انبوه سازي، املاك و مستغلات	فهرست اوليه	TAZB1	Azarbayjan Inv.	وآذر	سرمايه‌گذاري‌توسعه‌آذربايجان‌
IRR1TAZB0101	N2	انبوه سازي، املاك و مستغلات	فهرست اوليه	TAZX1	Azarbayjan Inv.-R	وآذرح	ح . ‌توسعه‌آذربايجان‌
IRO1KARA0001	N2	ماشين آلات و تجهيزات	فهرست اوليه	KARA1	Karafarin Inv.	وآردل	سرمايه‌گذاري‌كارآفرين‌(هلدينگ‌
IRR1KARA0101	N2	ماشين آلات و تجهيزات	فهرست اوليه	KARX1	Karafarin Inv.-R	وآردلح	ح . ‌كارآفرين‌(هلدينگ‌
IRO1ATDM0001	N1	سرمايه گذاريها	تابلو فرعي	ATDM1	Atye Damavand	واتي	سرمايه‌ گذاري‌ آتيه‌ دماوند
IRR1ATDM0101	N1	سرمايه گذاريها	تابلو فرعي	ATDX1	Atye Damavand-R	واتيح	ح . سرمايه‌ گذاري‌آتيه‌ دماوند
IRO1IDOC0001	N2	سرمايه گذاريها	فهرست اوليه	IDOC1	Iran Motorcycle	واعتبار	سرمايه گذاري اعتبار ايران
IRR1IDOC0101	N2	سرمايه گذاريها	فهرست اوليه	IDOX1	Iran Motorcycle-R	واعتبارح	ح.سرمايه گذاري اعتبار ايران
IRO1ALBZ0001	N1	مواد و محصولات دارويي	تابلو اصلي	ALBZ1	S*Alborz Inv.	والبر	سرمايه‌ گذاري‌ البرز(هلدينگ‌
IRR1ALBZ0101	N1	مواد و محصولات دارويي	تابلو اصلي	ALBX1	Alborz Inv.-R	والبرح	ح . سرمايه گذاري‌البرز(هلدينگ‌
IRO1OIMC0001	N1	شرکتهاي چند رشته اي صنعتي	تابلو فرعي	OIMC1	Omid Inv. Mng.	واميد	گروه مديريت سرمايه گذاري اميد
IRR1OIMC0101	N1	شرکتهاي چند رشته اي صنعتي	تابلو فرعي	OIMX1	Omid Inv. Mng.-R	واميدح	ح.گروه مديريت سرمايه گذار اميد
IRO1BANS0001	N1	بانكها و موسسات اعتباري	تابلو اصلي	BANS1	Ansar Bank	وانصار	بانك انصار
IRR1BANS0101	N1	بانكها و موسسات اعتباري	تابلو اصلي	BNAX1	Ansar Bank-R	وانصارح	ح.بانك انصار
IRO1LIRZ0001	N1	ساير واسطه گريهاي مالي	تابلو اصلي	LIRZ1	Iranian Lizing	وايران	ليزينگ ايرانيان
IRO1BANK0001	N1	شرکتهاي چند رشته اي صنعتي	تابلو اصلي	BANK1	Bank Melli Inv.	وبانك	سرمايه گذاري گروه توسعه ملي
IRR1BANK0101	N1	شرکتهاي چند رشته اي صنعتي	تابلو اصلي	BANX1	Bank Melli Inv.-R	وبانكح	ح. سرمايه گذاري گروه توسعه ملي
IRO1TSBE0001	N1	محصولات غذايي و آشاميدني به جز قند و شكر	تابلو اصلي	TSBE1	S*Behshahr Inv.	وبشهر	توسعه‌ صنايع‌ بهشهر(هلدينگ
IRR1TSBE0101	N1	محصولات غذايي و آشاميدني به جز قند و شكر	تابلو اصلي	TSBX1	Behshahr Inv.-R	وبشهرح	ح . صنايع‌ بهشهر(هلدينگ
IRO1BSDR0001	N2	بانكها و موسسات اعتباري	فهرست اوليه	BSDR1	Saderat Bank	وبصادر	بانك صادرات ايران
IRO1BMLT0001	N1	بانكها و موسسات اعتباري	تابلو اصلي	BMLT1	S*Mellat Bank	وبملت	بانك ملت
IRR1BMLT0101	N1	بانكها و موسسات اعتباري	تابلو اصلي	BMLX1	Mellat Bank - R	وبملتح	ح . بانك ملت
IRO1SBAH0001	N1	سرمايه گذاريها	تابلو اصلي	SBAH1	Bahman Inv.	وبهمن	سرمايه‌گذاري‌بهمن‌
IRR1SBAH0101	N1	سرمايه گذاريها	تابلو اصلي	SBAX1	Bahman Inv.-R	وبهمنح	ح . سرمايه‌گذاري‌بهمن‌
IRO1BALI0001	N1	سرمايه گذاريها	تابلو اصلي	BALI1	Buali Inv.	وبوعلي	سرمايه‌گذاري‌بوعلي‌
IRR1BALI0101	N1	سرمايه گذاريها	تابلو اصلي	BALX1	Buali Inv.-R	وبوعليح	ح . سرمايه‌گذاري‌بوعلي‌
IRO1BIME0001	N1	سرمايه گذاريها	تابلو اصلي	BIME1	Insurance Inv.	وبيمه	سرمايه‌ گذاري‌ صنعت‌ بيمه‌
IRR1BIME0101	N1	سرمايه گذاريها	تابلو اصلي	BIMX1	Insurance Inv.-R	وبيمهح	ح . سرمايه‌ گذاري‌ صنعت‌ بيمه‌
IRO1BPAR0001	N2	بانكها و موسسات اعتباري	فهرست اوليه	BPAR1	Parsian Bank	وپارس	بانك‌پارسيان‌
IRR1BPAR0101	N2	بانكها و موسسات اعتباري	فهرست اوليه	BPAX1	Parsian Bank-R	وپارسح	ح . بانك‌پارسيان‌
IRO1BPAS0001	N1	بانكها و موسسات اعتباري	تابلو فرعي	BPAS1	S*Pasargad Bank	وپاسار	بانك پاسارگاد
IRR1BPAS0101	N1	بانكها و موسسات اعتباري	تابلو فرعي	BPSX1	Pasargad Bank -R	وپاسارح	ح.بانك پاسارگاد
IRO1PETR0001	N1	محصولات شيميايي	تابلو اصلي	PETR1	Petro. Inv.	وپترو	سرمايه‌گذاري صنايع پتروشيمي‌
IRR1PETR0101	N1	محصولات شيميايي	تابلو اصلي	PETX1	Petro. Inv.-R	وپتروح	ح . سرمايه‌ گذاري‌ پتروشيمي‌
IRO1DARO0001	N1	مواد و محصولات دارويي	تابلو فرعي	DARO1	Daroupakhsh	وپخش	داروپخش‌ (هلدينگ‌
IRR1DARO0101	N1	مواد و محصولات دارويي	تابلو فرعي	DARX1	Daroupakhsh-R	وپخشح	ح . داروپخش‌ (هلدينگ‌
IRO1BPST0001	N2	بانكها و موسسات اعتباري	فهرست اوليه	BPST1	Post Bank	وپست	پست بانك ايران
IRO1BTEJ0001	N1	بانكها و موسسات اعتباري	تابلو فرعي	BTEJ1	S*Tejarat Bank	وتجارت	بانك تجارت
IRR1BTEJ0101	N1	بانكها و موسسات اعتباري	تابلو فرعي	BTEX1	Tejarat Bank-R	وتجارتح	ح . بانك تجارت
IRO1TGOS0001	N1	انبوه سازي، املاك و مستغلات	تابلو فرعي	TGOS1	Toosgostar Inv.	وتوس	توسعه‌شهري‌توس‌گستر
IRR1TGOS0101	N1	انبوه سازي، املاك و مستغلات	تابلو فرعي	TGOX1	Toosgostar Inv.-R	وتوسح	ح . توسعه‌شهري‌توس‌گستر
IRO1TMEL0001	N1	سرمايه گذاريها	تابلو فرعي	TMEL1	Tosee Melli Inv	وتوسم	سرمايه‌گذاري‌توسعه‌ملي‌
IRR1TMEL0101	N1	سرمايه گذاريها	تابلو فرعي	TMEX1	Tosee Melli Inv-R	وتوسمح	ح . سرمايه‌گذاري‌توسعه‌ملي‌
IRO1TSHE0001	N1	ماشين آلات و تجهيزات	تابلو اصلي	TSHE1	Pars Tousheh	وتوشه	سرمايه‌ گذاري‌ پارس‌ توشه‌
IRR1TSHE0101	N1	ماشين آلات و تجهيزات	تابلو اصلي	TSHX1	Pars Tousheh-R	وتوشهح	ح . سرمايه‌ گذاري‌ پارس‌ توشه‌
IRO1TOSA0001	N1	سرمايه گذاريها	تابلو اصلي	TOSA1	Iran Ind. Dev.	وتوصا	گروه س توسعه صنعتي ايران
IRR1TOSA0101	N1	سرمايه گذاريها	تابلو اصلي	TOSX1	Iran Ind. Dev.-R	وتوصاح	ح. سرمايه‌گذاري توسعه‌صنعتي
IRO1TOKA0001	N1	فلزات اساسي	تابلو اصلي	TOKA1	Tukafoolad Inv.	وتوكا	سرمايه‌گذاري‌توكافولاد(هلدينگ
IRR1TOKA0101	N1	فلزات اساسي	تابلو اصلي	TOKX1	Tukafoolad Inv.-R	وتوكاح	ح . ‌توكافولاد(هلدينگ‌
IRO1IKHR0001	N1	سرمايه گذاريها	تابلو اصلي	IKHR1	S*Kharazmy Invest	وخارزم	سرمايه گذاري خوارزمي
IRR1IKHR0101	N1	سرمايه گذاريها	تابلو اصلي	IKHX1	Kharazmy Invest-R	وخارزمح	ح.سرمايه گذاري خوارزمي
IRO1BKHZ0001	N2	بانكها و موسسات اعتباري	فهرست اوليه	BKHZ1	Bank of M.E.	وخاور	بانك خاورميانه
IRR1BKHZ0101	N2	بانكها و موسسات اعتباري	فهرست اوليه	BKHX1	Bank of M.E.-R	وخاورح	ح . بانك خاورميانه
IRO1RENA0001	N1	خودرو و ساخت قطعات	تابلو اصلي	RENA1	Rena Investment	ورنا	سرمايه‌گذاري‌ رنا(هلدينگ‌
IRR1RENA0101	N1	خودرو و ساخت قطعات	تابلو اصلي	RENX1	Rena Investment-R	ورناح	ح . سرمايه‌گذاري‌ رنا(هلدينگ‌
IRO1SSAP0001	N1	سرمايه گذاريها	تابلو فرعي	SSAP1	S*Saipa Inv.	وساپا	سرمايه‌گذاري‌ سايپا
IRR1SSAP0101	N1	سرمايه گذاريها	تابلو فرعي	SSAX1	Saipa Inv.-R	وساپاح	ح . سرمايه‌گذاري‌ سايپا
IRO1SAKH0001	N1	انبوه سازي، املاك و مستغلات	تابلو اصلي	SAKH1	Iran Const. Inv	وساخت	سرمايه‌ گذاري‌ ساختمان‌ايران‌
IRR1SAKH0101	N1	انبوه سازي، املاك و مستغلات	تابلو اصلي	SAKX1	Iran Const. Inv-R	وساختح	ح . سرمايه‌ گذاري‌ ساختمان‌
IRO1OS030001	N2	سرمايه گذاريها	فهرست اوليه	OS031	Ardebil Inv.	وساربيل	شركت س استان اردبيل
IRO1OS010001	N2	سرمايه گذاريها	فهرست اوليه	OS011	AzarSharghi Inv.	وساشرقي	شركت س استان آذربايجان شرقي
IRO1OS020001	N2	سرمايه گذاريها	فهرست اوليه	OS021	AzarbyjnGharbi Inv	وساغربي	شركت س استان آذربايجان غربي
IRO1OS060001	N2	سرمايه گذاريها	فهرست اوليه	OS061	Boushehr Inv.	وسبوشهر	شركت س استان بوشهر
IRO1SPAH0001	N1	سرمايه گذاريها	تابلو اصلي	SPAH1	Sepah Inv.	وسپه	سرمايه‌گذاري‌ سپه‌
IRR1SPAH0101	N1	سرمايه گذاريها	تابلو اصلي	SPAX1	Sepah Inv.-R	وسپهح	ح . سرمايه‌گذاري‌ سپه‌
IRO1OS090001	N2	سرمايه گذاريها	فهرست اوليه	OS091	KhorasanJonobi Inv	وسخراج	شركت س استان خراسان جنوبي
IRO1OS110001	N2	سرمايه گذاريها	فهرست اوليه	OS111	Khorasan Shomali I	وسخراش	شركت س استان خراسان شمالي
IRO1OS120001	N2	سرمايه گذاريها	فهرست اوليه	OS121	Khozestan Inv.	وسخوز	شركت س استان خوزستان
IRO1SDID0001	N2	فلزات اساسي	فهرست اوليه	SDID1	Sadid Group	وسديد	گروه‌صنعتي‌سديد(هلدينگ‌
IRR1SDID0101	N2	فلزات اساسي	فهرست اوليه	SDIX1	Sadid Group-R	وسديدح	ح . گروه‌صنعتي‌سديد(هلدينگ‌
IRO1OS100001	N2	سرمايه گذاريها	فهرست اوليه	OS101	KhorasanRazavi Inv	وسرضوي	س.سهام عدالت استان خراسان رضوي
IRO1OS130001	N2	سرمايه گذاريها	فهرست اوليه	OS131	Zanjan Inv.	وسزنجان	شركت س استان زنجان
IRO1OS040001	N2	سرمايه گذاريها	فهرست اوليه	OS041	Isfahan Inv.	وسصفا	شركت س استان اصفهان
IRO1OS160001	N2	سرمايه گذاريها	فهرست اوليه	OS161	Fars Inv.	وسفارس	شركت س استان فارس
IRO1OS170001	N2	سرمايه گذاريها	فهرست اوليه	OS171	Qazvin Inv.	وسقزوين	سرمايه گذاري عدالت استان قزوين
IRO1OS180001	N2	سرمايه گذاريها	فهرست اوليه	OS181	Qom Inv.	وسقم	شركت س استان قم
IRO1SKBV0001	N1	سرمايه گذاريها	تابلو اصلي	SKBV1	Banks Employees	وسكاب	س.ص.بازنشستگي كاركنان بانكها
IRR1SKBV0101	N1	سرمايه گذاريها	تابلو اصلي	SKBX1	Banks Employees-R	وسكابح	ح.س.ص.بازنشستگي كاركنان بانكها
IRO1OS190001	N2	سرمايه گذاريها	فهرست اوليه	OS191	Kordestan Inv.	وسكرد	شركت س استان كردستان
IRO1OS210001	N2	سرمايه گذاريها	فهرست اوليه	OS211	Kermanshah Inv.	وسكرشا	س.سهام عدالت استان كرمانشاه
IRO1OS200001	N2	سرمايه گذاريها	فهرست اوليه	OS201	Kerman Inv.	وسكرمان	س.سهام عدالت استان كرمان
IRO1OS220001	N2	سرمايه گذاريها	فهرست اوليه	OS221	Kohgiloyeh Inv.	وسكهبو	س.عدالت ا. كهگيلويه وبويراحمد
IRO1OS230001	N2	سرمايه گذاريها	فهرست اوليه	OS231	Golestan Inv.	وسگلستا	شركت س استان گلستان
IRO1OS240001	N2	سرمايه گذاريها	فهرست اوليه	OS241	Gilan Inv.	وسگيلا	شركت س استان گيلان
IRO1OS250001	N2	سرمايه گذاريها	فهرست اوليه	OS251	Lorestan Inv.	وسلرستا	شركت س استان لرستان
IRO1OS260001	N2	سرمايه گذاريها	فهرست اوليه	OS261	Mazandaran Inv.	وسمازن	س.سهام عدالت استان مازندران
IRO1OS080001	N2	سرمايه گذاريها	فهرست اوليه	OS081	ChharMahalBakh Inv	وسمحال	شركت س.استان چهارمحال وبختياري
IRO1OS270001	N2	سرمايه گذاريها	فهرست اوليه	OS271	Markazi Inv.	وسمركز	شركت س استان مركزي
IRO1OS280001	N2	سرمايه گذاريها	فهرست اوليه	OS281	Hormozgan Inv.	وسهرمز	شركت س استان هرمزگان
IRO1OS290001	N2	سرمايه گذاريها	فهرست اوليه	OS291	Hamedan Inv.	وسهمدا	شركت س استان همدان
IRO1OS300001	N2	سرمايه گذاريها	فهرست اوليه	OS301	Yazd Inv.	وسيزد	شركت س استان يزد
IRO1OS150001	N2	سرمايه گذاريها	فهرست اوليه	OS151	Sistan Inv.	وسيستا	شركت س استان سيستان وبلوچستان
IRO1OS050001	N2	سرمايه گذاريها	فهرست اوليه	OS051	Ilam Inv.	وسيلام	شركت س استان ايلام
IRO1VSIN0001	N1	بانكها و موسسات اعتباري	تابلو فرعي	VSIN1	Sina Fin. Ins.	وسينا	بانك سينا
IRR1VSIN0101	N1	بانكها و موسسات اعتباري	تابلو فرعي	VSIX1	Sina Fin. Ins.-R	وسيناح	ح . بانك سينا
IRO1GBEH0001	N1	سرمايه گذاريها	تابلو اصلي	GBEH1	Behshahr Group	وصنا	گروه‌صنايع‌بهشهرايران‌
IRR1GBEH0101	N1	سرمايه گذاريها	تابلو اصلي	GBEX1	Behshahr Group-R	وصناح	ح . ‌گروه‌صنايع‌بهشهرايران‌
IRO1SAND0001	N1	شرکتهاي چند رشته اي صنعتي	تابلو اصلي	SAND1	Pension Fund	وصندوق	سرمايه‌گذاري‌صندوق‌بازنشستگي‌
IRR1SAND0101	N1	شرکتهاي چند رشته اي صنعتي	تابلو اصلي	SANX1	Pension Fund-R	وصندوقح	ح.سرمايه گذاري صندوق بازنشستگي
IRO1SNMA0001	N1	سرمايه گذاريها	تابلو اصلي	SNMA1	Ind. & Mine Inv	وصنعت	سرمايه گذاري توسعه صنعت وتجارت
IRR1SNMA0101	N1	سرمايه گذاريها	تابلو اصلي	SNMX1	Ind. & Mine Inv-R	وصنعتح	ح . سرمايه‌ گذاري‌صنعت‌ ومعدن‌
IRO1GDIR0001	N1	شرکتهاي چند رشته اي صنعتي	تابلو اصلي	GDIR1	Ghadir Inv.	وغدير	سرمايه‌گذاري‌غدير(هلدينگ‌
IRR1GDIR0101	N1	شرکتهاي چند رشته اي صنعتي	تابلو اصلي	GDIX1	Ghadir Inv.-R	وغديرح	ح . سرمايه‌گذاري‌غدير(هلدينگ‌
IRO1KRAF0001	N1	بانكها و موسسات اعتباري	تابلو فرعي	KRAF1	Karafarin Bank	وكار	بانك‌ كارآفرين‌
IRR1KRAF0101	N1	بانكها و موسسات اعتباري	تابلو فرعي	KRAX1	Karafarin Bank-R	وكارح	ح . بانك‌ كارآفرين‌
IRO1TMGD0001	N2	شرکتهاي چند رشته اي صنعتي	فهرست اوليه	TMGD1	INT Ghadir mine	وكغدير	بين المللي توسعه ص. معادن غدير
IRR1TMGD0101	N2	شرکتهاي چند رشته اي صنعتي	فهرست اوليه	TMGX1	INT Ghadir mine-R	وكغديرح	ح .بين المللي ت .ص. معادن غدير
IRO1LPRS0001	N2	ساير واسطه گريهاي مالي	فهرست اوليه	LPRS1	Parsian leasing	ولپارس	ليزينگ پارسيان
IRO1RSAP0001	N1	ساير واسطه گريهاي مالي	تابلو اصلي	RSAP1	S*Rayan Saipa	ولساپا	ليزينگ رايان‌ سايپا
IRR1RSAP0101	N1	ساير واسطه گريهاي مالي	تابلو اصلي	RSAX1	Rayan Saipa-R	ولساپاح	ح . ليزينگ رايان‌ سايپا
IRO1LSMD0001	N1	ساير واسطه گريهاي مالي	تابلو فرعي	LSMD1	Ind. & M. L.	ولصنم	ليزينگ‌صنعت‌ومعدن‌
IRR1LSMD0101	N1	ساير واسطه گريهاي مالي	تابلو فرعي	LSMX1	Ind. & M. L.-R	ولصنمح	ح . ليزينگ‌صنعت‌ومعدن‌
IRO1LKGH0001	N1	ساير واسطه گريهاي مالي	تابلو فرعي	LKGH1	Ghadir Kh. L.	ولغدر	ليزينگ‌خودروغدير
IRR1LKGH0101	N1	ساير واسطه گريهاي مالي	تابلو فرعي	LKGX1	Ghadir Kh. L.-R	ولغدرح	ح . ليزينگ‌خودروغدير
IRO1LKAR0001	N2	ساير واسطه گريهاي مالي	فهرست اوليه	LKAR1	Kar Af. Leasing	ولكار	ليزينگ كارآفرين
IRO1VLMT0001	N1	ساير واسطه گريهاي مالي	تابلو فرعي	VLMT1	Mellat Leasing	ولملت	واسپاري ملت
IRR1VLMT0101	N1	ساير واسطه گريهاي مالي	تابلو فرعي	VLMX1	Mellat Leasing-R	ولملتح	ح . واسپاري ملت
IRO1VALE0001	N2	ساير واسطه گريهاي مالي	فهرست اوليه	VALE1	E. Novin Leasing	ولنوين	ليزينگ اقتصاد نوين
IRO1LZIN0001	N2	ساير واسطه گريهاي مالي	فهرست اوليه	LZIN1	Leasing Iran	وليز	ليزينگ‌ايران‌
IRO1VMDR0001	N2	سرمايه گذاريها	فهرست اوليه	VMDR1	M Sandogh B	ومدير	گ.مديريت ارزش سرمايه ص ب كشوري
IRO1MADN0001	N1	استخراج کانه هاي فلزي	تابلو اصلي	MADN1	S*Metals & Min.	ومعادن	توسعه‌معادن‌وفلزات‌
IRR1MADN0101	N1	استخراج کانه هاي فلزي	تابلو اصلي	MADX1	Metals & Min.-R	ومعادنح	ح . توسعه‌معادن‌وفلزات‌
IRO1MOIN0001	N1	واسطه‌گري‌هاي مالي و پولي	تابلو فرعي	MOIN1	Moein Mellat Co	ومعين	سرمايه گذاري توسعه معين ملت
IRO1MELT0001	N2	سرمايه گذاريها	فهرست اوليه	MELT1	Melat Inv.	وملت	سرمايه‌گذاري‌ملت‌
IRR1MELT0101	N2	سرمايه گذاريها	فهرست اوليه	MELX1	Melat Inv.-R	وملتح	ح . سرمايه‌گذاري‌ملت‌
IRO1GMEL0001	N2	دباغي، پرداخت چرم و ساخت انواع پاپوش	فهرست اوليه	GMEL1	Melli Ind. Grp.	وملي	گروه‌ صنعتي‌ ملي‌ (هلدينگ‌
IRR1GMEL0101	N2	دباغي، پرداخت چرم و ساخت انواع پاپوش	فهرست اوليه	GMEX1	Melli Ind. Grp.-R	ومليح	ح . گروه‌ صنعتي‌ ملي‌ (هلدينگ‌
IRO1NAFT0001	N1	فراورده هاي نفتي، كك و سوخت هسته اي	تابلو اصلي	NAFT1	Oil Ind. Inv.	ونفت	سرمايه‌گذاري‌ صنعت‌ نفت‌
IRR1NAFT0101	N1	فراورده هاي نفتي، كك و سوخت هسته اي	تابلو اصلي	NAFX1	Oil Ind. Inv.-R	ونفتح	ح . سرمايه‌گذاري‌ صنعت‌ نفت‌
IRO1NOVN0001	N2	بانكها و موسسات اعتباري	فهرست اوليه	NOVN1	S*EN Bank	ونوين	بانك‌اقتصادنوين‌
IRR1NOVN0101	N2	بانكها و موسسات اعتباري	فهرست اوليه	NOVX1	EN Bank-R	ونوينح	ح . بانك‌اقتصادنوين‌
IRO1SNRO0001	N1	عرضه برق، گاز، بخاروآب گرم	تابلو اصلي	SNRO1	Nirou Inv.	ونيرو	سرمايه‌گذاري‌نيرو
IRR1SNRO0101	N1	عرضه برق، گاز، بخاروآب گرم	تابلو اصلي	SNRX1	Nirou Inv.-R	ونيروح	ح . سرمايه‌گذاري‌نيرو
IRO1NIKI0001	N1	شرکتهاي چند رشته اي صنعتي	تابلو اصلي	NIKI1	Iran N. Inv.	ونيكي	سرمايه‌گذاري‌ ملي‌ايران‌
IRR1NIKI0101	N1	شرکتهاي چند رشته اي صنعتي	تابلو اصلي	NIKX1	Iran N. Inv.-R	ونيكيح	ح . سرمايه‌گذاري‌ ملي‌ايران‌
